items,item_utilities,item_probabilities
252 668 851 928 1127 1217 1321,1084 1179 753 330 786 381 747,0.76 0.42 0.18 0.2 0.41 0.6 0.05
155 399 632 1208 1268 1374 1457,1143 348 332 861 520 867 668,0.73 0.17 0.9 0.99 0.68 0.17 0.8
794 889 1333,240 322 279,0.76 1.0 0.24
54 520 909 953 1163 1169 1462 1512,1465 1120 620 1370 409 1192 219 270,0.58 0.95 0.69 0.81 0.81 0.39 0.96 0.88
117 233 466 470 637 976 1292 1419,1100 738 1315 1160 172 234 999 332,0.96 0.05 0.13 0.72 0.22 0.22 0.97 0.36
118 430 534 1539,444 720 1014 1074,0.18 0.92 0.92 0.47
33 355 416 522 532 765 1275,408 243 996 326 774 576 351,0.91 0.14 0.62 0.8 0.64 0.26 0.1
3 280 296 419 569 839 902 1511,249 724 150 1428 948 264 194 240,0.26 0.2 0.56 0.92 0.14 0.49 0.6 0.08
107 596 656 739 845 1349 1422,543 128 770 476 568 580 446,0.97 0.37 0.24 0.28 0.46 0.08 0.63
11 311 344 1347 1447 1473,1053 645 684 708 592 472,0.82 0.19 0.27 0.67 0.35 0.32
352 562 624 861 895 911 1011,200 118 738 735 260 394 1268,0.53 0.33 0.3 0.92 0.43 0.27 0.1
310 1086,152 505,0.75 0.92
393 836 1109 1392 1442 1479,448 472 110 332 492 438,0.19 0.87 0.87 0.88 0.56 0.8
434 973 1044 1516,568 401 381 1344,0.83 0.37 0.11 0.66
906 1243,189 236,0.5 0.29
97 141 424 1133 1426,177 1572 434 616 748,0.93 0.01 0.67 0.44 0.47
160 222 798 858 1175 1547,852 1185 1084 666 692 714,0.72 0.81 0.51 0.97 0.68 0.28
266 326 396 440 442 772 1282 1311,810 741 1296 200 448 582 1376 1610,0.72 0.24 0.58 0.17 0.36 0.84 0.04 0.25
113 123 136 329 639 806 879 1288,687 1152 1161 522 984 1040 333 552,0.93 0.83 0.09 0.27 0.36 0.99 0.88 0.08
182 232,736 1052,0.45 0.7
129 878 1333,465 374 186,0.6 0.43 0.44
352 1067 1105,200 348 555,0.96 0.32 0.11
102 545 801 1150 1188,980 290 1060 638 537,0.99 0.84 0.81 0.96 0.03
331 387 497 580 836 1080 1313 1535,849 723 561 964 472 657 1176 584,0.45 0.57 0.64 0.1 0.55 0.33 0.82 0.17
394 551 1116 1276 1333 1399,939 963 1011 286 279 534,0.69 0.16 0.6 0.58 0.71 0.3
575 865,562 836,0.83 0.81
852,276,0.51
266 449 815,486 1476 368,0.45 0.37 0.46
73 1161,932 1077,0.05 0.74
13 379 446 656 662 816,1060 1155 1500 1540 1150 687,0.28 0.13 0.9 0.21 0.28 0.51
695 1039 1116 1471,1760 162 1011 620,0.97 0.6 0.18 0.3
837 1440,486 1124,0.29 0.17
215 581 604 864,158 1136 375 815,0.08 0.5 0.99 0.35
485 522 595 772 1327 1410,438 488 568 582 768 688,0.53 0.28 0.31 0.97 0.87 0.49
562 634 878,236 505 748,0.02 0.86 0.33
254 397 497 730 953 1269 1306 1339,224 270 561 516 548 1191 741 262,0.76 0.27 0.3 0.51 0.59 0.17 0.71 0.04
71 260 597 653 836 1079 1273,552 736 840 834 354 442 662,0.43 0.87 0.41 0.01 0.77 0.33 0.39
528 561 644 900 1150 1276 1387,384 308 261 744 1276 429 1047,0.46 0.87 0.7 0.96 0.59 0.03 0.22
276 326,1158 988,0.98 0.34
126 186 875,322 446 688,0.78 0.64 0.59
446 1102 1478,1125 570 532,0.17 0.71 0.93
50 100 196 639 1282 1309 1326,790 585 988 984 1032 1038 684,0.09 0.87 0.65 0.47 0.4 0.82 0.3
371 508 1074,198 758 939,0.81 0.5 0.21
321 1090,723 645,0.24 0.36
392 398 548 841 1113 1396 1484,520 320 869 555 200 795 264,0.87 0.65 0.48 0.97 0.24 0.13 0.8
894 1098 1298 1410 1514,171 417 401 516 174,0.75 0.53 0.8 0.12 0.48
102 988 1431,490 1083 846,0.86 0.62 0.88
653 857 953 1073 1102,556 888 1096 1035 760,0.79 0.73 0.09 0.99 0.89
220 597 1439 1522,1019 840 300 342,0.88 0.88 0.2 0.74
191 401 444 661 727 867 1436,1148 210 518 702 573 376 276,0.41 0.95 0.88 0.31 0.5 0.33 0.72
353,785,0.69
769 896 1324,177 1072 1324,0.34 0.98 0.2
602 979 1075 1518,428 1512 616 1056,0.58 0.31 0.59 0.34
93 203 286 802 1168 1191 1451,384 189 284 598 764 420 648,0.51 0.07 0.57 0.16 0.07 0.55 0.82
423 922 1159 1325,588 1036 1512 429,0.69 0.84 0.67 0.57
485 535 635,657 852 413,0.03 0.07 0.04
271 887,474 540,0.5 0.44
188 777 903,774 744 1008,0.62 0.95 0.77
381 610 987 1496,1165 454 777 741,0.21 0.4 0.07 0.67
412 907,276 1026,0.69 0.81
175 225 501 518 641 790,1540 778 434 272 1592 231,0.22 0.61 0.99 0.7 0.17 0.11
266 909,486 465,0.27 0.92
1279,592,0.99
200 1541,530 885,0.28 0.04
376 426 703 720 842 849 992,454 180 1188 258 960 330 537,0.52 0.46 0.05 0.1 0.59 0.62 0.73
407 563,963 336,0.56 0.16
141 573 783 790 1083 1233,1179 1017 741 308 200 292,0.2 0.08 0.55 0.11 0.49 0.16
409 831,1564 474,0.56 0.94
1430,1344,0.48
9 55 609 765 964 1491 1547,968 700 1036 960 597 1032 952,0.94 0.27 0.64 0.04 0.66 0.51 0.14
236 612 718 722 1515 1538,724 714 696 1132 330 1019,0.54 0.44 0.53 0.71 0.23 0.92
1263 1452,166 1445,0.81 0.6
29 227 1030 1104 1283 1290,356 594 1056 980 237 963,0.9 0.51 0.68 0.53 0.92 0.99
1350 1427,184 654,0.62 0.3
116 326 370 586 653 792 1362 1533,1191 741 368 426 1112 852 596 500,0.86 0.57 0.62 0.65 0.62 0.36 0.73 0.64
66 736 809 986 1113 1541,1032 639 610 1400 268 1180,0.61 0.28 0.46 0.27 0.28 0.74
263 534 873 1189 1359,1520 676 470 227 248,0.03 0.64 0.38 0.08 0.77
559 868,1134 1432,0.52 0.12
1384 1507,771 552,0.38 0.25
32 475 731 1081 1118,1144 522 1143 873 586,0.94 0.26 0.41 0.89 0.56
706 816,1038 687,0.48 0.45
529 733 1045 1149,657 390 740 264,0.99 0.93 0.34 0.04
113 622 939 1065 1261 1321 1438,458 162 210 376 240 498 411,0.66 0.53 0.6 0.58 0.49 0.89 0.37
470 520 797 814 936 1086 1357,869 560 876 692 1112 1011 542,0.15 0.18 0.23 0.45 0.36 0.92 0.87
501 1071 1383,434 1056 1036,0.17 0.12 0.28
235 601 1038 1083 1194,1420 1065 370 250 843,0.08 0.05 0.13 0.96 0.14
503 626 925,558 258 304,0.72 0.16 0.54
27 237 280 563 703 859,795 803 543 672 1188 393,0.64 0.69 0.59 0.52 0.72 0.41
267 417 577 1205 1272 1359 1409,249 1088 1048 780 1240 496 265,0.85 0.49 0.87 0.26 0.66 0.77 0.32
325 382 402 565 1357,453 324 225 270 813,0.86 0.61 0.64 0.04 0.46
3 53 253 365 469 619 1407 1474,249 722 356 1188 258 675 252 860,0.57 0.37 0.55 0.59 0.37 0.4 0.59 0.32
296 329 346 472 1082 1398,100 696 636 164 382 944,0.65 0.21 0.09 0.34 0.22 0.73
458 491 574 830 1080 1180 1207,450 702 534 490 657 1170 756,0.32 0.91 0.83 0.77 0.39 0.3 0.03
295 497 744,1248 561 782,0.03 0.6 0.15
478 528 805 944 1094,582 288 576 352 1131,0.96 0.79 0.2 0.32 0.11
89 272 322 418 861 1503 1530 1547,476 1173 1192 948 735 1176 381 476,0.03 0.38 0.14 0.48 0.04 0.1 0.89 0.59
137 526 547 929 952 1456,1110 450 693 212 873 549,0.44 0.56 0.99 0.06 0.53 0.88
34 90 111 1066,338 308 1392 1156,0.47 0.28 0.63 1.0
184 327 427 660 883 1199 1270,1019 120 642 840 869 1024 807,0.21 0.98 0.61 0.73 0.91 0.24 0.96
32 76 236 292 359 912 1068,858 676 543 543 528 1052 633,0.28 0.08 0.54 0.33 0.74 0.53 0.77
373,1104,0.16
200 789 915,1325 724 1148,0.3 0.83 0.03
622 999 1508 1537,405 813 1062 819,0.52 0.71 0.63 0.46
531 897 1180 1333 1379,120 108 1170 186 576,0.5 0.19 0.15 0.41 0.48
75 431 990 1090 1213 1373 1512 1556,204 288 936 645 1172 1080 216 530,0.11 0.47 0.15 0.66 0.22 0.47 0.35 0.14
355 522 605,324 488 708,0.47 0.02 0.15
253 286 370 1002 1039 1112 1289 1389,445 426 184 552 324 1432 363 526,0.35 0.64 0.7 0.33 0.47 0.47 0.62 0.72
413 1322,450 960,0.38 0.78
600 617 687 737 1153 1303,693 348 388 384 208 272,0.5 0.54 0.05 0.24 0.96 0.51
67 1070 1299 1342,558 1404 1380 1492,0.7 0.16 0.09 0.6
429 442 452 608 691 912,604 448 992 136 1140 1052,0.77 0.25 0.51 0.36 0.34 0.73
76 492 951 1041,676 708 579 284,0.86 0.51 0.95 0.78
410 1215 1232 1358,630 584 451 840,0.26 0.16 0.24 0.09
824 1100 1240 1390,633 216 903 764,0.33 0.53 0.9 0.78
208 268 374 385 618 1030 1250,741 519 596 468 560 792 648,0.21 0.01 0.02 0.41 0.27 0.83 0.74
278 754 977,1344 771 304,0.49 0.18 0.52
788 998 1210 1553,220 375 509 558,0.41 0.55 0.29 0.34
312 988 1144,426 1083 254,0.73 0.19 0.57
430 796 819 1279 1389 1472,540 528 1108 888 789 660,0.77 0.87 0.87 0.53 0.41 0.25
152 981 1027 1164 1531,867 508 693 684 153,0.36 0.08 0.26 0.03 0.1
315 958 1118 1162 1257 1378 1407,288 544 878 636 582 365 189,0.43 0.08 0.24 0.05 0.43 0.06 0.94
59 149 253 575 742 1158 1341,280 747 267 1124 741 264 1035,0.7 0.87 0.12 0.22 0.67 0.35 0.75
1 128 257 500 733 1309 1343 1370,855 212 159 532 585 692 1148 714,0.41 0.86 0.07 0.92 0.41 0.27 1.0 0.83
171 697 774 1167 1350 1373 1529,1180 399 490 470 184 720 981,0.69 0.03 0.08 0.68 0.97 0.13 0.13
1099 1508,972 1416,0.62 0.26
100 283 339 560 649 839 1076 1242,780 819 280 480 1019 198 648 792,0.08 0.21 0.6 0.61 0.22 0.49 0.07 0.16
1146,771,0.24
127 131 520 923 946 1036,696 960 1120 432 1140 642,0.66 0.03 0.9 0.75 0.51 0.33
1198 1254,1372 734,0.83 0.34
278 482 698 1194,1008 219 1165 843,0.75 0.24 0.27 0.04
328 332 711 1148,378 442 867 807,0.64 0.5 0.46 0.13
402,339,0.54
286 469 492 1261 1374 1451,426 387 531 240 1156 486,0.43 0.88 0.47 0.67 0.75 0.76
627 1010 1020 1226 1536,340 1060 204 888 532,0.49 0.71 0.3 0.65 0.41
228 271 554 1143,164 948 942 352,0.49 0.43 0.35 0.14
891 913 1373,494 534 1080,0.98 0.23 0.01
42 807 1196 1217,1128 423 584 508,0.83 0.69 0.49 0.14
140 489,546 964,0.55 0.1
144 160 393 483 556 799 1431,102 852 336 776 1300 568 1128,0.9 0.41 0.72 0.29 0.74 0.98 0.97
183 247 869 969 1505,723 534 636 352 550,0.48 0.97 0.91 0.89 0.47
569 1146 1389,632 771 789,0.82 0.24 0.93
137 386,1110 669,0.07 0.79
128 139 655,106 716 924,0.89 0.51 0.76
355 445 549 871 931 1037 1048 1281,243 1038 504 508 380 115 663 831,0.17 0.74 0.47 0.47 0.45 0.89 0.31 0.7
469 519 795 935 1085,258 1146 192 1120 672,0.76 0.77 0.16 0.75 0.25
80 263 313 409 852 1494 1521 1538,1089 1140 1140 1173 206 672 210 680,0.36 0.78 0.11 0.14 0.43 0.71 0.32 0.42
128 517 537 920 943 1446,159 680 795 292 741 378,0.62 0.34 0.28 0.79 0.78 0.44
25 81 102 1057,310 1065 980 572,0.42 0.15 0.66 0.95
175 318 418 651 874 1190 1261,1155 494 1264 320 636 520 180,0.35 0.85 0.48 0.58 0.48 0.23 0.7
23 67 227 283 350 903 1059,525 744 594 819 652 1008 684,0.81 0.92 0.3 0.22 0.5 0.51 0.9
363,728,0.59
191 779 906,1435 724 252,0.89 0.05 0.64
698 1208 1237,466 574 825,0.65 0.26 0.5
56 521 954 1164 1170 1324 1464 1514,213 1089 522 513 1060 662 888 231,0.2 0.71 0.12 0.84 0.35 0.08 0.07 0.09
142 879 1045,927 333 1480,0.43 0.83 0.72
868 1184 1355 1525,1074 1136 126 1179,0.45 0.37 0.97 0.82
17 88 704 1559,897 344 488 648,0.25 0.07 0.19 0.33
105 654,1116 868,0.55 0.14
119 275 840 1001 1057 1123,684 981 548 1008 286 588,0.57 0.94 0.73 0.35 0.41 0.98
591 728 1144 1294,468 567 254 688,0.26 0.43 0.26 0.08
449 643 965 1132 1142,1107 736 459 664 590,0.14 0.35 0.66 0.92 0.81
487 703,520 594,0.41 0.74
563 613 890 906 1029 1179 1339 1449,504 364 783 189 504 789 393 261,0.56 0.95 0.18 0.33 0.62 0.52 0.48 0.27
401 474 717 1206 1222 1349 1455,210 1056 1568 1372 490 869 759,0.42 0.3 0.63 0.86 0.25 0.85 0.18
399 921 954,348 405 522,0.47 0.05 0.94
329 373 802 1245,522 827 1196 696,0.61 0.5 0.46 0.29
13 529 895 918 1378 1488,1060 657 195 1188 219 468,0.02 0.63 0.48 0.67 0.99 0.64
90 682 1098 1281 1558,231 183 556 831 648,0.96 0.73 0.17 0.76 0.97
133 283,280 819,0.29 0.4
17 489 632 732 965 1188 1487 1504,897 964 332 182 459 716 190 318,0.92 0.81 0.16 0.71 0.34 0.22 0.41 0.13
929,106,0.56
10 309 343 359 459 486,426 1086 459 396 192 342,0.51 0.99 0.83 0.04 0.46 0.64
472 505 1094 1193 1220,164 334 1508 267 390,0.35 0.15 0.19 0.69 0.82
153 641 702 785 891 1394 1467,816 796 768 684 741 759 776,0.06 0.03 0.63 0.11 0.93 0.42 0.57
126 225 252 348 648 681 1124,644 1167 813 369 1360 919 324,0.08 0.19 0.84 0.88 0.93 0.5 0.27
257 300 510 517 1426,159 882 183 680 1496,0.24 0.67 0.92 0.11 0.4
137 980,1110 688,0.65 0.13
221 225 391 730 1046 1429 1546,732 778 393 688 498 960 244,0.75 0.53 0.94 0.09 0.78 0.04 0.45
383 922 992 1464,1100 1036 537 1184,0.13 0.84 0.88 0.03
855,964,0.9
131 641 1279 1340 1456,720 796 1184 1028 549,0.55 0.66 0.07 0.41 0.87
443 455 466 622 705 925,532 504 1052 243 264 304,0.92 0.26 0.2 0.33 0.84 0.63
186 602 1062 1152 1256,892 428 714 789 366,0.9 0.75 0.83 0.08 0.64
253 686 896 902 1056 1345,267 910 1340 388 586 1472,0.87 0.79 0.55 0.1 0.7 0.74
521 644 987 1064 1420,1452 174 777 162 519,0.37 0.77 0.36 0.59 0.22
308 1257 1527 1544,654 582 1038 438,0.79 0.54 0.15 0.53
69 286 435 595 1224 1290 1427,620 426 849 426 372 963 981,0.79 0.1 0.59 0.94 0.54 0.7 0.45
400 421 1375,429 1180 426,0.33 0.79 0.12
44 154 238 737 1192 1546,878 588 591 384 294 122,0.3 0.46 0.11 0.62 0.38 0.22
181 374 697 863,372 447 399 596,0.35 0.84 0.09 1.0
23 73 347,525 932 480,0.11 0.4 0.85
233 249 522 792 1464,738 636 488 426 888,0.57 0.76 0.84 0.09 0.68
260 576 898 959 1075 1308,552 280 696 450 616 516,0.21 0.59 0.89 0.48 0.21 0.34
463 523 713 1212,375 516 1384 106,0.15 0.4 0.29 0.34
62 222 361 405 482 837 1497,1146 1580 451 1476 292 486 1645,0.69 0.4 0.74 0.7 0.8 0.46 0.21
238 261 1430,788 676 1344,0.58 0.24 0.27
13 179 252 641 662 1045 1068,795 1100 542 1194 690 1480 633,0.55 0.69 0.44 0.64 0.71 0.58 0.41
244 400 876 1113 1146 1163 1263 1486,810 572 513 268 1285 328 332 712,0.36 0.33 0.13 0.53 0.71 0.17 0.04 0.17
102 281 1110 1156 1293,735 789 1120 546 288,0.26 0.83 0.17 0.06 0.17
56 699 902 998 1119 1148,142 426 388 500 1268 807,0.43 0.39 0.06 0.7 0.79 0.95
615 1152 1452,405 526 1156,0.9 0.73 0.8
236 446 490 706 773 912 1482,724 1125 330 1038 213 526 180,0.34 0.91 0.09 0.33 0.23 0.77 0.55
163 174 690,714 513 432,0.4 0.44 0.56
99 188 615 781 791 1436,944 1032 405 1580 860 368,0.51 0.23 0.29 0.52 0.26 0.5
82 138 249 332 831 1214 1287,810 540 318 663 474 264 280,0.32 0.73 0.72 0.87 0.26 0.09 0.96
152 595 851 968 1201 1238,578 284 753 384 1348 441,0.09 0.87 0.41 0.68 0.4 0.7
27 1130 1363,795 310 798,0.87 0.36 0.31
570 604 1192 1292 1319,864 375 392 1332 504,0.4 0.54 0.13 0.31 0.96
8 251 740 800 884 990 1493,777 732 394 977 780 1248 1188,0.07 0.02 0.17 0.19 0.83 0.79 0.52
33 60 569 869 902 932 1491,408 532 948 848 388 636 774,0.83 0.32 0.54 0.13 0.67 0.4 0.05
332 399 609 615 769 1524,663 261 1036 540 118 378,0.53 0.6 0.14 0.24 0.62 0.9
746 1089 1166 1522,1989 741 884 227,0.58 0.45 0.3 0.97
869 1472,424 880,0.89 0.38
247 613 636 896,356 546 792 1072,0.93 0.41 0.49 0.13
420 457 530 1262 1345,454 451 1504 227 1472,0.06 0.14 0.34 0.3 0.83
427 483 504 666 910 1103 1459,642 776 736 178 368 345 286,0.57 0.02 0.11 0.23 0.24 0.4 0.34
3 86 342 718 828,166 891 450 463 387,0.25 0.77 0.79 0.05 0.02
103 292 629 685 795 868 1111 1305,285 724 220 765 384 1074 234 113,0.58 0.85 0.96 0.55 0.78 0.55 0.32 0.07
260 559 1182 1281,552 1512 280 1108,0.78 0.12 0.13 0.71
805 984 1481,864 162 579,0.22 0.07 0.37
168 214 324 408 1290,378 564 394 880 642,0.7 0.95 0.05 0.58 0.33
48 824 1483,564 633 426,0.47 0.6 0.67
16 82 222 378 578 1104 1357,1149 1080 790 333 916 735 542,0.6 0.08 0.41 0.25 0.51 0.53 0.63
336 357 740 763 1395 1432 1505,229 720 591 1019 1180 720 1100,0.73 0.98 0.54 0.47 0.85 0.77 0.17
862 1472,819 880,0.55 0.94
1047 1103 1213 1296,646 229 878 1003,0.71 0.84 0.07 0.27
300 1236 1269,882 996 1191,0.98 0.32 0.74
134 1020 1463,486 153 594,0.41 0.44 0.67
42 685 889 984 1105 1134,846 459 644 324 740 546,0.54 0.02 0.38 0.29 0.74 0.59
602 1138 1438,642 488 548,0.45 0.53 0.59
223 433 476 693 759 899 1468,1276 522 728 597 567 384 378,0.1 0.25 0.28 0.81 0.64 0.49 0.68
150 160 676,1035 852 986,0.65 0.42 0.1
85 175 601 767 778 1423,544 1540 639 580 1088 948,0.08 0.26 0.59 0.22 0.94 0.25
68 125 235 318 914 1200,1068 696 1065 741 738 561,0.33 0.77 0.57 0.72 0.01 0.41
675 765,1077 576,0.33 0.75
132 288 1014 1070 1137,768 858 236 1053 708,0.92 0.8 0.62 0.55 0.03
1349,580,0.13
247 763 866,712 1019 1730,0.83 0.27 0.18
417 463 966 1145,1088 375 747 628,0.36 0.13 0.66 0.35
870 1479,394 292,0.52 0.64
419 722,1071 849,0.74 0.2
335 545 751 1061,748 290 657 332,0.9 0.76 0.66 0.19
130 340 384 600 667 806 1376,446 63 108 462 266 260 336,0.57 0.16 0.18 0.07 0.71 0.99 0.32
231 248 377 520 1463,530 86 210 560 198,0.02 0.12 0.6 0.78 0.33
90 179 606 772 782 1188 1371 1427,154 550 265 388 468 179 494 654,0.86 0.44 0.18 0.71 0.39 0.83 0.35 0.63
170 226 336 420 919 1302 1375,640 152 114 227 308 370 426,0.87 0.49 0.86 0.35 0.79 0.76 0.02
403,155,0.29
101 357 373 473 706 710 743 1216,144 180 276 73 346 238 192 211,0.35 0.8 0.77 0.34 0.25 0.97 1.0 0.41
237 308 780 924 1256 1479,536 218 568 270 122 146,0.16 0.92 0.94 0.78 0.97 0.31
309 321 381 488 498 1363 1557,724 482 233 518 509 266 120,0.27 0.46 0.8 0.58 0.08 0.05 0.37
554,942,0.14
635 1444,276 352,0.9 0.62
501 1543,290 248,0.48 0.03
3 66 725 1262,166 688 298 76,0.47 0.63 0.15 0.7
503 786 1495,186 97 696,0.9 0.56 0.9
43,334,0.19
47 157 1122 1559,257 295 148 324,0.67 0.02 0.95 0.95
273 1449,218 87,0.83 0.71
104 171 1113 1296 1373,778 295 67 501 360,0.7 0.96 0.71 0.12 0.4
8 245 278 295 528 617 933 1104,518 298 336 312 192 115 338 490,0.51 0.51 0.46 0.11 0.18 0.08 0.71 0.72
26 110 742 779 1029,88 705 494 543 336,1.0 0.43 0.78 0.73 0.83
492 862,177 546,0.77 0.88
209 480 496 819 1135,561 169 84 277 196,0.07 0.7 0.8 0.19 0.95
340 427 1043,63 428 157,0.94 0.53 0.59
284 583 1205 1305,99 322 260 56,0.32 0.5 0.62 0.24
553 597,191 560,0.7 0.06
170 187 314 923 1240,320 132 185 144 225,0.93 0.19 0.76 0.2 0.62
118 444 734,148 518 63,0.51 0.12 0.84
388 688 1310 1410,705 711 796 344,0.49 0.55 0.1 0.85
852 896,69 536,0.45 0.64
436 469 486 586 613 1222 1538,306 258 227 284 182 245 680,0.99 0.05 0.54 0.29 0.88 0.24 0.74
283 689 1359 1432,273 176 248 180,0.27 0.32 0.6 0.1
612 895 1034 1190,952 195 1164 260,0.89 0.66 0.25 0.25
100 156 266 349 848 1081 1304,780 110 324 936 1130 873 268,0.59 0.05 0.22 0.3 0.57 0.92 0.9
224 480 830 1339,346 507 735 524,0.52 0.37 0.02 0.9
158 357 468 1067 1433 1456 1499,474 540 522 348 789 366 417,0.99 0.94 0.61 0.13 0.06 0.39 0.12
494 687 1010 1176 1187,579 388 795 684 440,0.59 0.49 0.1 0.9 0.54
240,258,0.15
186 436 935,669 612 840,0.33 0.41 0.14
906,315,0.26
236 419 490 496 696 785 852 1378,362 1071 825 336 216 911 138 219,0.47 0.33 0.93 0.85 0.53 0.17 0.1 0.54
200 836 1282 1525,795 472 1032 1572,0.74 0.87 0.69 0.79
375 1151,458 124,0.61 0.05
362,1588,0.52
246 452 807 1334,963 744 282 736,0.3 0.05 0.91 0.61
169 402 624 941 978 1011 1483,792 339 738 790 640 634 639,0.92 0.46 0.73 0.54 0.85 0.31 0.19
306 872 1154 1242,792 756 680 792,0.06 0.56 0.95 0.52
347 829 939,360 651 210,0.38 0.36 0.12
788 1056 1526 1530,165 878 495 254,0.07 0.49 0.25 0.33
455 898 1127 1170 1453 1503,504 522 786 795 1244 882,0.87 0.22 0.71 0.5 0.59 0.86
19 82 691 1034,1276 810 855 873,0.47 0.65 0.4 0.62
292 708 891 968 1168 1257 1361,724 1104 988 256 1146 776 362,0.47 1.0 0.88 0.09 0.37 0.18 0.28
50 860 920 1026 1109,1185 936 219 852 220,0.81 0.06 0.86 0.59 0.27
1267,640,0.65
424 457 484 601 834 930 1373,580 678 728 639 592 592 1440,0.36 0.19 0.43 0.06 0.35 0.94 0.84
1121,1161,0.8
1038 1059 1441,222 684 524,0.69 0.21 0.23
110 792,470 639,0.69 0.25
449 505 1125 1281,1107 668 442 831,0.79 0.77 0.65 0.34
190 440 939,1122 200 140,0.12 0.3 0.46
380 413 496 752 1002 1102 1129,366 675 252 254 827 760 972,0.91 0.12 0.09 0.98 0.67 0.19 0.82
128 278,106 1344,0.06 0.96
12 39 338 355 627 727 898 960,462 1244 227 162 680 573 522 860,0.99 0.55 0.92 0.88 0.21 0.7 0.29 0.91
326 439 516 909 1092 1335,741 700 370 465 714 723,0.65 0.55 0.14 0.05 0.3 0.2
80 463 473 989,726 375 219 336,0.27 0.45 0.91 0.86
57 153 596 1239 1266 1382,305 816 128 911 472 451,0.11 0.98 0.44 0.64 0.47 0.16
28 1131 1363,1564 720 798,0.38 0.29 0.88
49 149 271 571 604 1047 1320,1352 747 711 500 250 1292 532,0.6 0.59 0.52 0.26 0.78 0.95 0.74
179 408 545 568 612 828 1028,1100 1100 580 999 952 516 672,0.38 0.22 0.43 0.87 0.23 0.73 0.95
776 970 1280 1459,1556 1244 548 429,0.27 0.29 0.15 0.96
943 1086,741 1011,0.94 0.66
48 218 281 857 917 1023 1106,564 688 1052 444 336 656 455,0.66 0.37 0.56 0.33 0.48 0.09 0.99
734 981 1243,126 254 354,0.72 0.04 0.82
266 699 909 915 1208 1258 1358,648 568 620 1148 1148 244 630,0.57 0.65 0.96 0.75 0.16 0.53 0.88
1388 1465,525 558,0.22 0.27
13 656 700 983 1122 1278,1060 1155 536 409 222 1128,0.19 0.19 0.07 0.56 0.45 0.2
53 124 739 1303,722 484 476 272,0.13 0.16 0.65 0.15
1407,189,0.6
215 471 821 1330,158 249 573 532,0.7 0.52 0.5 0.12
29 246 445 556 1155 1521 1544,534 963 1038 975 376 210 292,0.16 0.03 0.06 0.23 0.55 0.17 0.92
193 320 515 576 682 692 925 1435,1104 1304 764 210 183 310 152 544,0.48 0.76 0.52 0.27 0.32 0.56 0.14 0.67
163 440 579 889,952 200 332 322,0.48 1.0 0.69 0.15
510 999,183 1084,0.3 0.05
656 1126 1332,770 231 206,0.33 0.09 0.51
300 310 356 466 550 1432,588 227 944 789 480 540,0.49 0.44 0.1 0.1 0.41 0.26
31 447 907 996,465 864 1026 170,0.55 0.72 0.52 0.6
449 511 748 782 798 898 1121,738 136 660 702 542 522 1161,0.79 0.35 0.22 0.9 0.33 0.43 0.57
463 586 592 929 1361,625 426 992 212 543,0.33 0.3 0.52 0.67 0.8
153 1101 1372,1360 786 996,0.92 0.87 0.78
544,1180,0.93
777 981 1180 1293 1397,1488 381 1560 432 429,0.97 0.71 0.19 0.49 0.46
870 1313 1542,591 1176 190,0.34 0.26 0.67
281 924 1084 1128 1223 1344 1373,789 1350 548 1044 295 455 1080,0.13 0.47 0.83 0.72 0.88 0.29 0.76
416 832 1015 1292 1381 1485,664 972 438 999 651 450,0.89 0.3 0.07 0.24 0.9 0.49
64 580 946 1372 1383 1429 1539,644 964 570 747 777 960 1074,0.71 0.18 0.37 0.25 0.44 0.77 0.73
104 840 900 1017 1250 1345,1556 411 558 1156 648 1472,0.8 0.81 0.14 0.1 0.59 0.01
16 266,766 648,0.62 0.49
299 825 1454,336 849 1017,0.87 0.73 0.47
623 712,540 1161,0.39 0.06
599 1309,463 1038,0.95 0.98
270 320,896 1304,0.05 0.21
218 967 1422,688 122 446,0.54 0.31 0.77
440 780 1156,200 1136 364,0.48 0.04 0.76
343 571 615 890 948 1458,459 250 405 783 592 869,0.34 0.58 0.02 0.84 0.19 0.76
66 382 925 988,688 648 304 1083,0.05 0.1 0.11 0.72
336 413 768,229 900 552,0.49 0.53 0.69
47 69 290 639 839 951 1028 1421,1028 930 509 984 132 579 672 852,0.98 0.77 0.13 0.73 0.31 0.58 0.33 0.46
527,476,0.11
354 537 814 904,450 795 519 450,0.77 0.58 0.52 0.43
78 1417,876 722,0.58 0.98
468 951 1061,522 772 664,0.86 0.47 0.77
385 795 1177 1200,624 288 462 561,0.78 0.86 0.78 0.28
17 67 104 576 726 1019 1292,1495 930 1167 210 963 1870 666,0.75 0.74 0.02 0.62 0.84 0.25 0.04
1042 1179,459 1052,0.98 0.16
301 447 546 1083 1089 1383 1426,159 864 834 150 741 518 1496,0.06 0.03 0.8 0.75 0.42 0.96 0.14
184 480 1260 1283 1439 1522 1543,680 676 335 395 300 455 992,0.44 0.54 0.68 0.66 0.58 0.18 0.91
126 449 509 615 625 858 1368 1397,322 1476 760 405 322 666 710 429,0.29 0.58 0.25 0.27 0.67 0.16 0.28 0.69
96 373 512 822,844 827 822 372,0.39 0.76 0.71 0.26
122 416 848 1058 1102 1318 1385 1524,398 1328 678 827 570 279 960 630,0.36 0.8 0.65 0.25 0.71 0.32 0.04 0.7
